Customer,Labor Tax Code,Email,Mailing Address,Mailing City,Mailing State,Mailing ZIP Code,Customer ID,Part Tax Code,Contract Customer
THE PORT AUTH. OF NY&NJ BILL TO 120 ACADE,NNJ Non-Taxable Sales New Jersey (0%),,120 ACADEMY STREET,JERSEY CITY,NJ,7302,631,NNJ Non-Taxable Sales New Jersey (0%),Yes
THE PORT AUTH. OF NY&NJ - LINCOLN TUNNEL,NNJ Non-Taxable Sales New Jersey (0%),,500 BOULEVARD EAST,WEEHAWKEN TOWNSHIP,NJ,7086,997,NNJ Non-Taxable Sales New Jersey (0%),
THE PORT AUTHORITY OF NY& NJ - 260 KELLOG,NNY NON-TAXABLE NY (0%),,4 WORLD TRADE CENTER 150 GREENWICH STREET,NEW YORK,NY,10006,634,NNY NON-TAXABLE NY (0%),No
THE PORT AUTHORITY OF NY & NJ (CUST),NNJ Non-Taxable Sales New Jersey (0%),,CENTRAL HEATING & REFRIG. PLANT,NEWARK,NJ,7114,633,NNJ Non-Taxable Sales New Jersey (0%),Yes
THERMAL PIPING,NNJ Non-Taxable Sales New Jersey (0%),,493 SYKESVILLE/WRIGHTSTOWN RD.,WRIGHTSTOWN,NJ,8562,639,NNJ Non-Taxable Sales New Jersey (0%),No
THE RMR GROUP INC.,TNYN NY NASSAU SALES TAX (8.625%),,"200 OLD COUNTRY ROAD, SUITE 124S",MINEOLA,NY,11501,862,TNYN NY NASSAU SALES TAX (8.625%),Yes
"THE SHANNON GROUP, INC.",NNY NON-TAXABLE NY (0%),,120 SEVENTH ST,GARDEN CITY,NY,11530,1056,NNY NON-TAXABLE NY (0%),
THE SHELDON AT SUFFERN STATION,NYR NY ROCKLAND SALES TAX (8.375%),,92 BLAUVELT WAY,SUFFERN,NY,11901,635,NYR NY ROCKLAND SALES TAX (8.375%),No
THE SHORE AT NEWPORT CONDOMINIUM ASSOC.,TNJ NJ SALES TAX (6.625%),,20 NEWPORT PARKWAY,JERSEY CITY,NJ,07310-2301,636,TNJ NJ SALES TAX (6.625%),No
THE TURKEVI CENTER,NNY NON-TAXABLE NY (0%),,821 1ST AVENUE,NEW YORK,NY,10017,771,NNY NON-TAXABLE NY (0%),Yes
THE WHITING-TURNER CONTRACTING COMPANY,NNJ Non-Taxable Sales New Jersey (0%),,"412 MOUNT KEMBLE AVENUE, SUITE 110S",MORRISTOWN,NJ,7960,917,NNJ Non-Taxable Sales New Jersey (0%),No
THE WINDWARD SCHOOL,NNY NON-TAXABLE NY (0%),,ATTN; A/P,WHITE PLAINS,NY,10605-5298,637,NNY NON-TAXABLE NY (0%),No
THORLABS INC.,TNJ NJ SALES TAX (6.625%),,43 SPARTA AVE.,NEWTON,NJ,7860,642,TNJ NJ SALES TAX (6.625%),No
TINTON FALLS BOARD OF EDUCATION (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,658 TINTON AVE.,TINTON FALLS,NJ,7724,644,NNJ Non-Taxable Sales New Jersey (0%),No
TISHMAN SPEYER,,,,,,,844,,
"T.M. BIER & ASSOCIATES, INC.",NNY NON-TAXABLE NY (0%),,79 Hazel Street,Glen Cove,NY,11542,843,NNY NON-TAXABLE NY (0%),No
"TM BRENNAN CONTRACTORS, INC.",NNJ Non-Taxable Sales New Jersey (0%),,3505 ROUTE 94,HAMBURG,NJ,7419,645,NNJ Non-Taxable Sales New Jersey (0%),No
"TORCON/HARVEY, A JOINT VENTURE.",,,328 NEWMAN SPRINGS ROAD,RED BANK,NJ,7701,854,,No
TOURNEAU LLC,TNYC NYC SALES TAX (8.875%),,30-30 47TH AVENUE 2ND FL,LONG ISLAND CITY,NY,11101,648,TNYC NYC SALES TAX (8.875%),No
TOWNSHIP OF FRANKLIN (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,SOMERSET COUNTY,SOMERSET,NJ,8873,651,NNJ Non-Taxable Sales New Jersey (0%),No
TOWNSHIP OF HANOVER,NNJ Non-Taxable Sales New Jersey (0%),,"1000 NEW JERSEY 10 - PO BOX 250
d/b/a TWSP OF HANOVER",WHIPPANY,NJ,7981,975,NNJ Non-Taxable Sales New Jersey (0%),
TOWNSHIP OF HOLMDEL (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,4 CRAWFORDS CORNER ROAD,HOLMDEL,NJ,7733,652,NNJ Non-Taxable Sales New Jersey (0%),No
TOWNSHIP OF PARSIPPANY-TROY HILLS (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,1001 PARSIPPANY BOULEVARD,PARSIPPANY,NJ,7054,842,NNJ Non-Taxable Sales New Jersey (0%),No
TOWNSHIP OF PLAINSBORO,NNJ Non-Taxable Sales New Jersey (0%),,ATTN: FINANCE DEPARTMENT,PLAINSBORO,NJ,8536,653,NNJ Non-Taxable Sales New Jersey (0%),No
TOWNSHIP OF PLAINSBORO (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,"ATTN: FINANCE DEPARTMENT, 641 PLAINSBORO ROAD",PLAINSBORO,NJ,8536,895,NNJ Non-Taxable Sales New Jersey (0%),No
TOWNSHIP OF SOUTH ORANGE VILLAGE (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,"76 SOUTH ORANGE AVE, SUITE 302",SOUTH ORANGE,NJ,7079,1011,NNJ Non-Taxable Sales New Jersey (0%),
TOWNSHIP OF UNION,NNJ Non-Taxable Sales New Jersey (0%),,1976 MORRISON AVENUE,UNION,NJ,7083,789,NNJ Non-Taxable Sales New Jersey (0%),No
TOWNSHIP OF WAYNE (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,475 VALLEY RD,WAYNE,NJ,7470,1061,NNJ Non-Taxable Sales New Jersey (0%),
"TRADITIONAL AIR CONDITIONING, INC.",NNY NON-TAXABLE NY (0%),,32 EAST CARL STREET,HICKSVILLE,NY,11801,778,NNY NON-TAXABLE NY (0%),No
TRANE U.S. INC.,NNJ Non-Taxable Sales New Jersey (0%),,"19 CHAPIN ROAD, BUILDING B, SUITE 200",PINE BROOK,NJ,7058,743,NNJ Non-Taxable Sales New Jersey (0%),No
"TREFZ MECHANICAL, INC.",NPA NON-TAXABLE PA (0%),,619 MAPLE AVENUE,LANSDALE,PA,19446,932,NPA NON-TAXABLE PA (0%),
TREMATORE CONSTRUCTION CORP.,NNJ Non-Taxable Sales New Jersey (0%),,"5 DANIEL ROAD, STE 1",FAIRFIELD,NJ,7004,656,NNJ Non-Taxable Sales New Jersey (0%),No
TRENDS URBAN RENEWAL,NYR NY ROCKLAND SALES TAX (8.375%),,4 EXECUTIVE BLVD.  SUITE 200,SUFFERN,NY,10901,657,NYR NY ROCKLAND SALES TAX (8.375%),No
TREY BECK,TNYS NY SUFFOLK SALES TAX (8.625%),beck.trey@gmail.com,5250 VANSTON RD,CUTCHOGUE,NY,11935,928,TNYS NY SUFFOLK SALES TAX (8.625%),No
"TRI-COUNTY MECANICAL, INC.",,,425 SPRINGFIELD STREET,COOPERSBURG,PA,18036,990,,
TRIDENT AIR CONDITIONING CORP.,NNY NON-TAXABLE NY (0%),,575 JERICHO TURNPIKE,JERICHO,NY,11753,741,NNY NON-TAXABLE NY (0%),No
TRINITY EVANGELICAL LUTHERAN CHURCH,NPA NON-TAXABLE PA (0%),,1000 West Main Street,Lansdale,PA,19446,1020,NPA NON-TAXABLE PA (0%),
TRIPLE R DEVELOPMENT,TNYW NY WESTCHESTER SALES TAX (8.375%),,75 CRYSTAL RUN ROAD,MIDDLETOWN,NY,10940,880,TNYW NY WESTCHESTER SALES TAX (8.375%),No
TRISTATE AIR CONDITIONING,NNY NON-TAXABLE NY (0%),,212-11 99TH AVE.,QUEENS VILLAGE,NY,11429,658,NNY NON-TAXABLE NY (0%),No
"TRI-STATE LIGHT & ENERGY, INC.",NNJ Non-Taxable Sales New Jersey (0%),,7 FOUNDRY STREET,NEWARK,NJ,7105,855,NNJ Non-Taxable Sales New Jersey (0%),No
TRISTATE MAINTENANCE & SERVICE CORP.,NNJ Non-Taxable Sales New Jersey (0%),,170 21ST AVENUE,PATERSON,NJ,7501,769,NNJ Non-Taxable Sales New Jersey (0%),No
TRYSTATE MECHANICAL,NNY NON-TAXABLE NY (0%),ryan.sepulveda@trystatemech.com,241-02 NORTHERN BLVD. 2ND FLOOR,DOUGLASTON,NY,11362,1057,NNY NON-TAXABLE NY (0%),
TSI GROUP,,,,,,,885,,
TUCKAHOE UNION FREE SCHOOL DISTRICT,NNY NON-TAXABLE NY (0%),,65 SIWANOY BLVD,EASTCHESTER,NY,10709,889,NNY NON-TAXABLE NY (0%),No
TURNBULL & ASSER LTD,TNYC NYC SALES TAX (8.875%),,50 E. 57TH ST.,NEW YORK,NY,10022,661,TNYC NYC SALES TAX (8.875%),Yes
TURNER CONSTRUCTION COMPANY,NNY NON-TAXABLE NY (0%),,375 HUDSON STREET,NEW YORK,NY,10014,662,NNY NON-TAXABLE NY (0%),No
TURNER SANORUBIN JOINT VENTURE,NNY NON-TAXABLE NY (0%),,1 COMPUTER DRIVE SOUTH,ALBANY,NY,12205,663,NNY NON-TAXABLE NY (0%),No
ULTIMATE POWER,NNY NON-TAXABLE NY (0%),,45 NANCY STREET,W. BABYLON,NY,11704-1498,665,NNY NON-TAXABLE NY (0%),No
UNIFIED MECHANCAL CORPORATION,NNJ Non-Taxable Sales New Jersey (0%),,1250 SOUTH AVENUE,PLAINFIELD,NJ,7062,971,NNJ Non-Taxable Sales New Jersey (0%),
UNION COLLEGE (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,1033 SPRINGFIELD AVE.,CRANFORD,NJ,7016,668,NNJ Non-Taxable Sales New Jersey (0%),Yes
UNION COLLEGE (UCC),NNJ Non-Taxable Sales New Jersey (0%),,1033 SPRINGFIELD AVENUE,CRANFORD,NJ,7016,669,NNJ Non-Taxable Sales New Jersey (0%),No
UNION COUNTY EDUCATIONAL SERVICES COMMIS.,NNJ Non-Taxable Sales New Jersey (0%),,45 CARDINAL DRIVE,WESTFIELD,NJ,7090,728,NNJ Non-Taxable Sales New Jersey (0%),No
UNION TOWNSHIP BOARD OF EDUCATION (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,149 PERRYVILLE ROAD,HAMPTON,NJ,8827,835,NNJ Non-Taxable Sales New Jersey (0%),No
UNITED AIR CONDITIONING,NNY NON-TAXABLE NY (0%),,27-20 SKILLMAN AVE,LONG ISLAND CITY,NY,11101,672,NNY NON-TAXABLE NY (0%),No
UNITED STATES POSTAL SERVICE,NNY NON-TAXABLE NY (0%),Orlando.Lozada@usps.gov,380 West 33rd Street - Room 4047,New York,NY,10199,839,NNY NON-TAXABLE NY (0%),No
UNITEMP MECHANICAL DEGREES LLC,NNJ Non-Taxable Sales New Jersey (0%),,26 WORLDS FAIR DRIVE,SOMERSET,NJ,8873,673,NNJ Non-Taxable Sales New Jersey (0%),No
UPPER SADDLE RIVER BOARD OF EDUCATION,NNJ Non-Taxable Sales New Jersey (0%),,381 W. SADDLE RIVER ROAD,UPPER SADDLE RIVER,NJ,7458,933,NNJ Non-Taxable Sales New Jersey (0%),Yes
UPPER SADDLE RIVER BOE (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,381 W. SADDLE RIVER ROAD,UPPER SADDLE RIVER,NJ,7458,995,NNJ Non-Taxable Sales New Jersey (0%),
"US FOODS, INC.",TNJ NJ SALES TAX (6.625%),,1051 AMBOY AVE,PERTH AMBOY,NJ,8861,1040,TNJ NJ SALES TAX (6.625%),
"VALLEY PHYSICIAN SERVICES, INC.",NNJ Non-Taxable Sales New Jersey (0%),,"15 ESSEX ROAD, SUITE 506",PARAMUS,NJ,7652,853,NNJ Non-Taxable Sales New Jersey (0%),No
VALLEY STREAM CENTRAL H.S. DISTRICT (ED-DATA),NNY NON-TAXABLE NY (0%),,1 KENT ROAD,VALLEY STREAM,NY,11580,840,NNY NON-TAXABLE NY (0%),No
VAMC ST ALBANS,NNY NON-TAXABLE NY (0%),,179-00 LINDEN BOULEVARD,WESTFIELD,NY,11434,890,NNY NON-TAXABLE NY (0%),
VELTRI,TNJ NJ SALES TAX (6.625%),,13 POCONO AVE,MONMOUTH,NJ,7757,1009,TNJ NJ SALES TAX (6.625%),
VERIS RESIDENTIAL,TNJ NJ SALES TAX (6.625%),,"210 HUDSON STREET, SUITE 400",JERSEY CITY,NJ,7311,973,TNJ NJ SALES TAX (6.625%),
VIRGIN HOTELS NEW YORK CITY,TNYC NYC SALES TAX (8.875%),,1227 BROADWAY,NEW YORK,NY,10001,1003,TNYC NYC SALES TAX (8.875%),
VISION PROPERTIES (350 & 360 Mt Kemble),TNJ NJ SALES TAX (6.625%),,169 LACKAWANNA AVE,PARSIPPANY,NJ,7054,684,TNJ NJ SALES TAX (6.625%),Yes
VISION REAL ESTATE PARTNERS,TNJ NJ SALES TAX (6.625%),,1 BLOOMFIELD AVE.,MOUNTAIN LAKES,NJ,7046,685,TNJ NJ SALES TAX (6.625%),No
VISITING NURSE ASSOCIATION OF NORTHERN NJ,NNJ Non-Taxable Sales New Jersey (0%),,175 SOUTH STREET,MORRISTOWN,NJ,7960,686,NNJ Non-Taxable Sales New Jersey (0%),No
"VIVIAN BEAUMONT THEATER, INC",NNY NON-TAXABLE NY (0%),,150 WEST 65TH STREET,NEW YORK,NY,10023,687,NNY NON-TAXABLE NY (0%),Yes
VOLMAR CONSTRUCTION INC.,NNY NON-TAXABLE NY (0%),,4400 2ND AVENUE,BROOKLYN,NY,11232,688,NNY NON-TAXABLE NY (0%),No
VOLUNTEERS OF AMERICA,NNY NON-TAXABLE NY (0%),,25 OPERATIONS DRIVE,VALHALLA,NY,10595,689,NNY NON-TAXABLE NY (0%),No
VORNADO REALTY TRUST,TNJ NJ SALES TAX (6.625%),,"888 7TH AVE, 43RD FLOOR",NEW YORK,NY,10019,977,TNJ NJ SALES TAX (6.625%),
WALLKILL VALLEY RHS BOARD OF EDUCATION,NNJ Non-Taxable Sales New Jersey (0%),,10 GRUMM RD,HAMBURG,NJ,7419,982,NNJ Non-Taxable Sales New Jersey (0%),
WALL TOWNSHIP BOARD OF EDUCATION (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,1630 18TH AVENUE,WALL,NJ,7719,788,NNJ Non-Taxable Sales New Jersey (0%),No
WARREN HILLS REG SCHOOL DISTRICT (ESCNJ),,,98 BOWERSTOWN ROAD,WASHINGTON,NJ,7882,907,,No
WATCHUNG HILLS REG TWP HS BOE (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,108 STIRLING RD,WARREN,NJ,7059,696,NNJ Non-Taxable Sales New Jersey (0%),Yes
WATTS HVAC LLC,NNJ Non-Taxable Sales New Jersey (0%),,628 SUCCASUNNA ROAD,LANDING,NJ,7850,1035,NNJ Non-Taxable Sales New Jersey (0%),
WAYNE BOARD OF EDUCATION (ED-DATA),,,50 NELLIS DRIVE,WAYNE,NJ,7470,1068,,
WAYNE BOARD OF EDUCATION (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,50 NELLIS DRIVE,WAYNE,NJ,7470,758,NNJ Non-Taxable Sales New Jersey (0%),No
WEITZ & LUXENBERG,TNYC NYC SALES TAX (8.875%),,700 BROADWAY,NEW YORK,NY,10003,698,TNYC NYC SALES TAX (8.875%),Yes
WELSPUN USA  INC.,TNYC NYC SALES TAX (8.875%),,"10 W 33RD ST, SUITE 1221",NEW YORK,NY,10001,700,TNYC NYC SALES TAX (8.875%),Yes
"WESTCHESTER COMM. OPPORTUN PROGRAM, INC.",NNY NON-TAXABLE NY (0%),,25 OPERATIONS DRIVE,VALHALLA,NY,10595,754,NNY NON-TAXABLE NY (0%),No
WESTCHESTER COUNTY HEALTHCARE CORP.,NNY NON-TAXABLE NY (0%),,TAYLOR PAVILION,VALHALLA,NY,10595,705,NNY NON-TAXABLE NY (0%),Yes
WEST ESSEX REG SCHOOL DIST BOE (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,65 WEST GREENBROOK ROAD,NORTH CALDWELL,NJ,7006,701,NNJ Non-Taxable Sales New Jersey (0%),No
WEST JERSEY AIR CONDITIONING & HEATING CO,NNJ Non-Taxable Sales New Jersey (0%),,5800 WESTFIELD AVENUE,PENNSAUKEN,NJ,8110,940,NNJ Non-Taxable Sales New Jersey (0%),No
WEST MILFORD TWP B.O.E. (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,46 HIGHLANDER DRIVE,WEST MILFORD,NJ,7480,702,NNJ Non-Taxable Sales New Jersey (0%),No
WEST NEW YORK BOE (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,6028 BROADWAY,WEST NEW YORK,NJ,7903,704,NNJ Non-Taxable Sales New Jersey (0%),No
WEST ORANGE SURGICAL CENTER LLC,TNJ NJ SALES TAX (6.625%),,375 MOUNT PLEASANT AVE - STE 210,WEST ORANGE,NJ,7052,981,TNJ NJ SALES TAX (6.625%),
WILD STONE,NNY NON-TAXABLE NY (0%),,"733 THIRD AVE, 15TH FLOOR",NEW YORK,NY,10017,1007,NNY NON-TAXABLE NY (0%),
"WILLIAM J. GUARINI, INC.",NNJ Non-Taxable Sales New Jersey (0%),,152 STEVENS AVE.,JERSEY CITY,NJ,7305,709,NNJ Non-Taxable Sales New Jersey (0%),No
WJ SANTORO LLC,TNJ NJ SALES TAX (6.625%),wsantoro1120@gmail.com,11 Allens Corner Road,Flemington,NJ,8822,850,TNJ NJ SALES TAX (6.625%),No
WM BLANCHARD CO.,NNJ Non-Taxable Sales New Jersey (0%),,199 MOUNTAIN AVE.,SPRINGFIELD,NJ,7081,711,NNJ Non-Taxable Sales New Jersey (0%),No
WMC ASSOCIATES,TNYC NYC SALES TAX (8.875%),,105 E. 106TH STREET,NEW YORK,NY,10029,712,TNYC NYC SALES TAX (8.875%),Yes
WOODBRIDGE TOWNSHIP SCHOOL DISTRICT,NNJ Non-Taxable Sales New Jersey (0%),,421 SCHOOL STREET,WOODBRIDGE,NJ,7095,884,NNJ Non-Taxable Sales New Jersey (0%),No
WOODBRIDGE TWP SCHOOL DISTRICT (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,421 SCHOOL STREET,WOODBRIDGE,NJ,7095,999,NNJ Non-Taxable Sales New Jersey (0%),
WOOD-RIDGE BOARD OF EDUCATION,,,540 WINDSOR ROAD,WOOD-RIDGE,NJ,7075,713,,
WOOD-RIDGE BOARD OF EDUCATION(ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,540 WINDSOR RD.,WOOD-RIDGE,NJ,7075,714,NNJ Non-Taxable Sales New Jersey (0%),No
"WORTH & COMPANY, INC",NNJ Non-Taxable Sales New Jersey (0%),,6263 KELLERS CHURCH ROAD,PIPERSVILLE,PA,18947,938,NNJ Non-Taxable Sales New Jersey (0%),
WYCKOFF SCHOOL DISTRICT (ESCNJ),NNJ Non-Taxable Sales New Jersey (0%),,241 MORSE AVENUE,WYCKOFF,NJ,7481,718,NNJ Non-Taxable Sales New Jersey (0%),Yes
YES PAC,TNJ NJ SALES TAX (6.625%),,260 CENTENNIAL AVE,PISCATAWAY,NJ,8854,720,TNJ NJ SALES TAX (6.625%),No
YWCA OF WHITE PLAINS&CENTRAL WESTCHESTER,NNY NON-TAXABLE NY (0%),,515 NORTH STREET,WHITE PLAINS,NY,10605,721,NNY NON-TAXABLE NY (0%),No
ZEINVEST REALESTATE GROUP,TNJ NJ SALES TAX (6.625%),,109 MONROE STREET SUITE 301,NEWARK,NJ,7105,722,TNJ NJ SALES TAX (6.625%),No
